Offset,Chord,NormalForm,PCsInNormalForm,File,measureNumber,Measure Count,Composer
0,<music21.chord.Chord B-5 B-4>,[0],[10],Children's Corner 113 6 Eb Major.mid,1,1,Debussy
0.25,<music21.chord.Chord G#5 G#4>,[0],[8],Children's Corner 113 6 Eb Major.mid,1,1.25,Debussy
0.75,<music21.chord.Chord B-5 B-4>,[0],[10],Children's Corner 113 6 Eb Major.mid,1,1.75,Debussy
1,<music21.chord.Chord F5 F4>,[0],[5],Children's Corner 113 6 Eb Major.mid,1,2,Debussy
1.5,<music21.chord.Chord B-5 B-4>,[0],[10],Children's Corner 113 6 Eb Major.mid,1,2.5,Debussy
2,<music21.chord.Chord G#5 G#4>,[0],[8],Children's Corner 113 6 Eb Major.mid,2,1,Debussy
2.25,<music21.chord.Chord F5 F4>,[0],[5],Children's Corner 113 6 Eb Major.mid,2,1.25,Debussy
2.75,<music21.chord.Chord E-5 E-4>,[0],[3],Children's Corner 113 6 Eb Major.mid,2,1.75,Debussy
3,<music21.chord.Chord B4 B3>,[0],[11],Children's Corner 113 6 Eb Major.mid,2,2,Debussy
4.25,<music21.chord.Chord G#4 G#3>,[0],[8],Children's Corner 113 6 Eb Major.mid,3,1.25,Debussy
4.5,<music21.chord.Chord F4 F3>,[0],[5],Children's Corner 113 6 Eb Major.mid,3,1.5,Debussy
4.75,<music21.chord.Chord E-4 E-3>,[0],[3],Children's Corner 113 6 Eb Major.mid,3,1.75,Debussy
5,<music21.chord.Chord B3 B2>,[0],[11],Children's Corner 113 6 Eb Major.mid,3,2,Debussy
6.25,<music21.chord.Chord G#3 G#2>,[0],[8],Children's Corner 113 6 Eb Major.mid,4,1.25,Debussy
6.5,<music21.chord.Chord F3 F2>,[0],[5],Children's Corner 113 6 Eb Major.mid,4,1.5,Debussy
6.75,<music21.chord.Chord E-3 E-2>,[0],[3],Children's Corner 113 6 Eb Major.mid,4,1.75,Debussy
7,<music21.chord.Chord B2 B1>,[0],[11],Children's Corner 113 6 Eb Major.mid,4,2,Debussy
7.5,<music21.chord.Chord D3 G3 B-1 B-2>,"[0, 3, 7]","[7, 10, 2]",Children's Corner 113 6 Eb Major.mid,4,2.5,Debussy
10,<music21.chord.Chord E-2 B-2>,"[0, 5]","[10, 3]",Children's Corner 113 6 Eb Major.mid,6,1,Debussy
10.5,<music21.chord.Chord E-3 B-3 F3 G3>,"[0, 2, 4, 7]","[3, 5, 7, 10]",Children's Corner 113 6 Eb Major.mid,6,1.5,Debussy
11,<music21.chord.Chord E-2 B-2>,"[0, 5]","[10, 3]",Children's Corner 113 6 Eb Major.mid,6,2,Debussy
11.5,<music21.chord.Chord E-3 B-3 F3 G3>,"[0, 2, 4, 7]","[3, 5, 7, 10]",Children's Corner 113 6 Eb Major.mid,6,2.5,Debussy
11.75,<music21.chord.Chord E-3 B-3>,"[0, 5]","[10, 3]",Children's Corner 113 6 Eb Major.mid,6,2.75,Debussy
12,<music21.chord.Chord E-2 B-2>,"[0, 5]","[10, 3]",Children's Corner 113 6 Eb Major.mid,7,1,Debussy
12.5,<music21.chord.Chord E-3 B-3 F3 G3>,"[0, 2, 4, 7]","[3, 5, 7, 10]",Children's Corner 113 6 Eb Major.mid,7,1.5,Debussy
13,<music21.chord.Chord E-2 B-2>,"[0, 5]","[10, 3]",Children's Corner 113 6 Eb Major.mid,7,2,Debussy
13.5,<music21.chord.Chord E-3 B-3 F3 G3>,"[0, 2, 4, 7]","[3, 5, 7, 10]",Children's Corner 113 6 Eb Major.mid,7,2.5,Debussy
14,<music21.chord.Chord E-2 B-2>,"[0, 5]","[10, 3]",Children's Corner 113 6 Eb Major.mid,8,1,Debussy
14.5,<music21.chord.Chord E-3 B-3 F3 G3>,"[0, 2, 4, 7]","[3, 5, 7, 10]",Children's Corner 113 6 Eb Major.mid,8,1.5,Debussy
14.75,<music21.chord.Chord E-3 B-3>,"[0, 5]","[10, 3]",Children's Corner 113 6 Eb Major.mid,8,1.75,Debussy
15,<music21.chord.Chord E-2 B-2>,"[0, 5]","[10, 3]",Children's Corner 113 6 Eb Major.mid,8,2,Debussy
15.5,<music21.chord.Chord E-3 B-3 F3 G3>,"[0, 2, 4, 7]","[3, 5, 7, 10]",Children's Corner 113 6 Eb Major.mid,8,2.5,Debussy
16,<music21.chord.Chord E-2 B-2>,"[0, 5]","[10, 3]",Children's Corner 113 6 Eb Major.mid,9,1,Debussy
16.5,<music21.chord.Chord E-3 B-3 F3 G3>,"[0, 2, 4, 7]","[3, 5, 7, 10]",Children's Corner 113 6 Eb Major.mid,9,1.5,Debussy
17,<music21.chord.Chord E-2 B-2>,"[0, 5]","[10, 3]",Children's Corner 113 6 Eb Major.mid,9,2,Debussy
17.5,<music21.chord.Chord E-3 B-3 F3 G3>,"[0, 2, 4, 7]","[3, 5, 7, 10]",Children's Corner 113 6 Eb Major.mid,9,2.5,Debussy
18,<music21.chord.Chord B-4 E-2 B-2>,"[0, 5]","[10, 3]",Children's Corner 113 6 Eb Major.mid,10,1,Debussy
18.125,<music21.chord.Chord B-4>,[0],[10],Children's Corner 113 6 Eb Major.mid,10,1.125,Debussy
18.25,<music21.chord.Chord G#4>,[0],[8],Children's Corner 113 6 Eb Major.mid,10,1.25,Debussy
18.5,<music21.chord.Chord B3 E-4 G#4 F3 G#3>,"[0, 2, 5, 8]","[3, 5, 8, 11]",Children's Corner 113 6 Eb Major.mid,10,1.5,Debussy
18.625,<music21.chord.Chord G#4 B3 E-4>,"[0, 3, 7]","[8, 11, 3]",Children's Corner 113 6 Eb Major.mid,10,1.625,Debussy
18.75,<music21.chord.Chord B-4 B3 E-4>,"[0, 1, 5]","[10, 11, 3]",Children's Corner 113 6 Eb Major.mid,10,1.75,Debussy
19,<music21.chord.Chord F4 E-2 B-2>,"[0, 2, 7]","[3, 5, 10]",Children's Corner 113 6 Eb Major.mid,10,2,Debussy
19.5,<music21.chord.Chord B-4 B3 E-4 F3 G#3>,"[0, 2, 5, 7, 8]","[3, 5, 8, 10, 11]",Children's Corner 113 6 Eb Major.mid,10,2.5,Debussy
19.625,<music21.chord.Chord B3 E-4>,"[0, 4]","[11, 3]",Children's Corner 113 6 Eb Major.mid,10,2.625,Debussy
20,<music21.chord.Chord G#4 E-2 B-2>,"[0, 2, 7]","[8, 10, 3]",Children's Corner 113 6 Eb Major.mid,11,1,Debussy
20.125,<music21.chord.Chord G#4>,[0],[8],Children's Corner 113 6 Eb Major.mid,11,1.125,Debussy
20.25,<music21.chord.Chord F4>,[0],[5],Children's Corner 113 6 Eb Major.mid,11,1.25,Debussy
20.5,<music21.chord.Chord B3 F4 F3 G#3>,"[0, 3, 6]","[5, 8, 11]",Children's Corner 113 6 Eb Major.mid,11,1.5,Debussy
20.625,<music21.chord.Chord F4 B3>,"[0, 6]","[5, 11]",Children's Corner 113 6 Eb Major.mid,11,1.625,Debussy
20.75,<music21.chord.Chord E-4 B3>,"[0, 4]","[11, 3]",Children's Corner 113 6 Eb Major.mid,11,1.75,Debussy
21,<music21.chord.Chord B3 E-2 B-2>,"[0, 1, 5]","[10, 11, 3]",Children's Corner 113 6 Eb Major.mid,11,2,Debussy
21.5,<music21.chord.Chord E-4 B3 F3 G#3>,"[0, 2, 5, 8]","[3, 5, 8, 11]",Children's Corner 113 6 Eb Major.mid,11,2.5,Debussy
21.625,<music21.chord.Chord B3>,[0],[11],Children's Corner 113 6 Eb Major.mid,11,2.625,Debussy
22,<music21.chord.Chord B-3 E-2 B-2>,"[0, 5]","[10, 3]",Children's Corner 113 6 Eb Major.mid,12,1,Debussy
22.125,<music21.chord.Chord B-3>,[0],[10],Children's Corner 113 6 Eb Major.mid,12,1.125,Debussy
22.25,<music21.chord.Chord B-3>,[0],[10],Children's Corner 113 6 Eb Major.mid,12,1.25,Debussy
22.5,<music21.chord.Chord F3 G3>,"[0, 2]","[5, 7]",Children's Corner 113 6 Eb Major.mid,12,1.5,Debussy
22.75,<music21.chord.Chord C4>,[0],[0],Children's Corner 113 6 Eb Major.mid,12,1.75,Debussy
23,<music21.chord.Chord B-3 E-2 B-2>,"[0, 5]","[10, 3]",Children's Corner 113 6 Eb Major.mid,12,2,Debussy
23.125,<music21.chord.Chord B-3>,[0],[10],Children's Corner 113 6 Eb Major.mid,12,2.125,Debussy
23.5,<music21.chord.Chord E-4 B-4 F3 G3>,"[0, 2, 4, 7]","[3, 5, 7, 10]",Children's Corner 113 6 Eb Major.mid,12,2.5,Debussy
24,<music21.chord.Chord B-3 E-2 B-2>,"[0, 5]","[10, 3]",Children's Corner 113 6 Eb Major.mid,13,1,Debussy
24.125,<music21.chord.Chord B-3>,[0],[10],Children's Corner 113 6 Eb Major.mid,13,1.125,Debussy
24.5,<music21.chord.Chord B-3 F3 G3>,"[0, 2, 5]","[5, 7, 10]",Children's Corner 113 6 Eb Major.mid,13,1.5,Debussy
24.625,<music21.chord.Chord B-3>,[0],[10],Children's Corner 113 6 Eb Major.mid,13,1.625,Debussy
25,<music21.chord.Chord B-3 E-2 B-2>,"[0, 5]","[10, 3]",Children's Corner 113 6 Eb Major.mid,13,2,Debussy
25.125,<music21.chord.Chord B-3>,[0],[10],Children's Corner 113 6 Eb Major.mid,13,2.125,Debussy
25.5,<music21.chord.Chord B-3 F3 G3>,"[0, 2, 5]","[5, 7, 10]",Children's Corner 113 6 Eb Major.mid,13,2.5,Debussy
25.625,<music21.chord.Chord B-3>,[0],[10],Children's Corner 113 6 Eb Major.mid,13,2.625,Debussy
26,<music21.chord.Chord B-3 E-2 B-2>,"[0, 5]","[10, 3]",Children's Corner 113 6 Eb Major.mid,14,1,Debussy
26.125,<music21.chord.Chord B-3>,[0],[10],Children's Corner 113 6 Eb Major.mid,14,1.125,Debussy
26.25,<music21.chord.Chord G#3>,[0],[8],Children's Corner 113 6 Eb Major.mid,14,1.25,Debussy
26.5,<music21.chord.Chord G#3 E-3 F3>,"[0, 2, 5]","[3, 5, 8]",Children's Corner 113 6 Eb Major.mid,14,1.5,Debussy
26.625,<music21.chord.Chord G#3>,[0],[8],Children's Corner 113 6 Eb Major.mid,14,1.625,Debussy
26.75,<music21.chord.Chord B-3>,[0],[10],Children's Corner 113 6 Eb Major.mid,14,1.75,Debussy
27,<music21.chord.Chord C4 E-2 B-2>,"[0, 2, 5]","[10, 0, 3]",Children's Corner 113 6 Eb Major.mid,14,2,Debussy
27.5,<music21.chord.Chord G#3 E-3 F3>,"[0, 2, 5]","[3, 5, 8]",Children's Corner 113 6 Eb Major.mid,14,2.5,Debussy
28,<music21.chord.Chord B-3 E-2 B-2>,"[0, 5]","[10, 3]",Children's Corner 113 6 Eb Major.mid,15,1,Debussy
28.125,<music21.chord.Chord B-3>,[0],[10],Children's Corner 113 6 Eb Major.mid,15,1.125,Debussy
28.25,<music21.chord.Chord G#3>,[0],[8],Children's Corner 113 6 Eb Major.mid,15,1.25,Debussy
28.5,<music21.chord.Chord G#3 E-3 F3>,"[0, 2, 5]","[3, 5, 8]",Children's Corner 113 6 Eb Major.mid,15,1.5,Debussy
28.625,<music21.chord.Chord G#3>,[0],[8],Children's Corner 113 6 Eb Major.mid,15,1.625,Debussy
28.75,<music21.chord.Chord B-3>,[0],[10],Children's Corner 113 6 Eb Major.mid,15,1.75,Debussy
29,<music21.chord.Chord B3 E-2 B-2>,"[0, 1, 5]","[10, 11, 3]",Children's Corner 113 6 Eb Major.mid,15,2,Debussy
29.5,<music21.chord.Chord G#3 E-3 F3>,"[0, 2, 5]","[3, 5, 8]",Children's Corner 113 6 Eb Major.mid,15,2.5,Debussy
30,<music21.chord.Chord B-3 B-2>,[0],[10],Children's Corner 113 6 Eb Major.mid,16,1,Debussy
30.25,<music21.chord.Chord G3 G2>,[0],[7],Children's Corner 113 6 Eb Major.mid,16,1.25,Debussy
30.75,<music21.chord.Chord F3 F2>,[0],[5],Children's Corner 113 6 Eb Major.mid,16,1.75,Debussy
31,<music21.chord.Chord E-3 E-2>,[0],[3],Children's Corner 113 6 Eb Major.mid,16,2,Debussy
31.5,<music21.chord.Chord D3 D2>,[0],[2],Children's Corner 113 6 Eb Major.mid,16,2.5,Debussy
32,<music21.chord.Chord C3 C2>,[0],[0],Children's Corner 113 6 Eb Major.mid,17,1,Debussy
32.5,<music21.chord.Chord G2 G1>,[0],[7],Children's Corner 113 6 Eb Major.mid,17,1.5,Debussy
33,<music21.chord.Chord C3 C2>,[0],[0],Children's Corner 113 6 Eb Major.mid,17,2,Debussy
33.5,<music21.chord.Chord D3 D2>,[0],[2],Children's Corner 113 6 Eb Major.mid,17,2.5,Debussy
34,<music21.chord.Chord B-4 E-2 B-2>,"[0, 5]","[10, 3]",Children's Corner 113 6 Eb Major.mid,18,1,Debussy
34.125,<music21.chord.Chord B-4>,[0],[10],Children's Corner 113 6 Eb Major.mid,18,1.125,Debussy
34.25,<music21.chord.Chord G#4>,[0],[8],Children's Corner 113 6 Eb Major.mid,18,1.25,Debussy
34.5,<music21.chord.Chord B3 E-4 G#4 F3 G#3>,"[0, 2, 5, 8]","[3, 5, 8, 11]",Children's Corner 113 6 Eb Major.mid,18,1.5,Debussy
34.625,<music21.chord.Chord G#4 B3 E-4>,"[0, 3, 7]","[8, 11, 3]",Children's Corner 113 6 Eb Major.mid,18,1.625,Debussy
34.75,<music21.chord.Chord B-4 B3 E-4>,"[0, 1, 5]","[10, 11, 3]",Children's Corner 113 6 Eb Major.mid,18,1.75,Debussy
35,<music21.chord.Chord F4 E-2 B-2>,"[0, 2, 7]","[3, 5, 10]",Children's Corner 113 6 Eb Major.mid,18,2,Debussy
35.5,<music21.chord.Chord B-4 B3 E-4 F3 G#3>,"[0, 2, 5, 7, 8]","[3, 5, 8, 10, 11]",Children's Corner 113 6 Eb Major.mid,18,2.5,Debussy
35.625,<music21.chord.Chord B3 E-4>,"[0, 4]","[11, 3]",Children's Corner 113 6 Eb Major.mid,18,2.625,Debussy
36,<music21.chord.Chord G#4 E-2 B-2>,"[0, 2, 7]","[8, 10, 3]",Children's Corner 113 6 Eb Major.mid,19,1,Debussy
36.125,<music21.chord.Chord G#4>,[0],[8],Children's Corner 113 6 Eb Major.mid,19,1.125,Debussy
36.25,<music21.chord.Chord F4>,[0],[5],Children's Corner 113 6 Eb Major.mid,19,1.25,Debussy
36.5,<music21.chord.Chord B3 F4 F3 G#3>,"[0, 3, 6]","[5, 8, 11]",Children's Corner 113 6 Eb Major.mid,19,1.5,Debussy
36.625,<music21.chord.Chord F4 B3>,"[0, 6]","[5, 11]",Children's Corner 113 6 Eb Major.mid,19,1.625,Debussy
36.75,<music21.chord.Chord E-4 B3>,"[0, 4]","[11, 3]",Children's Corner 113 6 Eb Major.mid,19,1.75,Debussy
37,<music21.chord.Chord B3 E-2 B-2>,"[0, 1, 5]","[10, 11, 3]",Children's Corner 113 6 Eb Major.mid,19,2,Debussy
37.5,<music21.chord.Chord E-4 B3 F3 G#3>,"[0, 2, 5, 8]","[3, 5, 8, 11]",Children's Corner 113 6 Eb Major.mid,19,2.5,Debussy
37.625,<music21.chord.Chord B3>,[0],[11],Children's Corner 113 6 Eb Major.mid,19,2.625,Debussy
38,<music21.chord.Chord B-3 E-2 B-2>,"[0, 5]","[10, 3]",Children's Corner 113 6 Eb Major.mid,20,1,Debussy
38.125,<music21.chord.Chord B-3>,[0],[10],Children's Corner 113 6 Eb Major.mid,20,1.125,Debussy
38.25,<music21.chord.Chord B-3>,[0],[10],Children's Corner 113 6 Eb Major.mid,20,1.25,Debussy
38.5,<music21.chord.Chord F3 G3>,"[0, 2]","[5, 7]",Children's Corner 113 6 Eb Major.mid,20,1.5,Debussy
38.75,<music21.chord.Chord C4>,[0],[0],Children's Corner 113 6 Eb Major.mid,20,1.75,Debussy
39,<music21.chord.Chord B-3 E-2 B-2>,"[0, 5]","[10, 3]",Children's Corner 113 6 Eb Major.mid,20,2,Debussy
39.125,<music21.chord.Chord B-3>,[0],[10],Children's Corner 113 6 Eb Major.mid,20,2.125,Debussy
39.5,<music21.chord.Chord E-4 B-4 F3 G3>,"[0, 2, 4, 7]","[3, 5, 7, 10]",Children's Corner 113 6 Eb Major.mid,20,2.5,Debussy
40,<music21.chord.Chord B-3 E-2 B-2>,"[0, 5]","[10, 3]",Children's Corner 113 6 Eb Major.mid,21,1,Debussy
40.125,<music21.chord.Chord B-3>,[0],[10],Children's Corner 113 6 Eb Major.mid,21,1.125,Debussy
40.5,<music21.chord.Chord B-3 F3 G3>,"[0, 2, 5]","[5, 7, 10]",Children's Corner 113 6 Eb Major.mid,21,1.5,Debussy
40.625,<music21.chord.Chord B-3>,[0],[10],Children's Corner 113 6 Eb Major.mid,21,1.625,Debussy
41,<music21.chord.Chord B-3 E-2 B-2>,"[0, 5]","[10, 3]",Children's Corner 113 6 Eb Major.mid,21,2,Debussy
41.125,<music21.chord.Chord B-3>,[0],[10],Children's Corner 113 6 Eb Major.mid,21,2.125,Debussy
41.5,<music21.chord.Chord B-3 F3 G3>,"[0, 2, 5]","[5, 7, 10]",Children's Corner 113 6 Eb Major.mid,21,2.5,Debussy
41.625,<music21.chord.Chord B-3>,[0],[10],Children's Corner 113 6 Eb Major.mid,21,2.625,Debussy
42,<music21.chord.Chord B-3 F#2 C#3>,"[0, 4, 7]","[6, 10, 1]",Children's Corner 113 6 Eb Major.mid,22,1,Debussy
42.125,<music21.chord.Chord B-3>,[0],[10],Children's Corner 113 6 Eb Major.mid,22,1.125,Debussy
42.25,<music21.chord.Chord B-3>,[0],[10],Children's Corner 113 6 Eb Major.mid,22,1.25,Debussy
42.5,<music21.chord.Chord C#3 F#3 G#3>,"[0, 2, 7]","[6, 8, 1]",Children's Corner 113 6 Eb Major.mid,22,1.5,Debussy
42.75,<music21.chord.Chord C4>,[0],[0],Children's Corner 113 6 Eb Major.mid,22,1.75,Debussy
43,<music21.chord.Chord B-3 F#2 C#3>,"[0, 4, 7]","[6, 10, 1]",Children's Corner 113 6 Eb Major.mid,22,2,Debussy
43.5,<music21.chord.Chord C#4 C#3 F#3 A3>,"[0, 3, 7]","[6, 9, 1]",Children's Corner 113 6 Eb Major.mid,22,2.5,Debussy
44,<music21.chord.Chord E-4 F#2 C#3>,"[0, 2, 5]","[1, 3, 6]",Children's Corner 113 6 Eb Major.mid,23,1,Debussy
44.5,<music21.chord.Chord F4 C#3 F#3 B-3>,"[0, 1, 5, 8]","[5, 6, 10, 1]",Children's Corner 113 6 Eb Major.mid,23,1.5,Debussy
45,<music21.chord.Chord E-4 F#2 C#3>,"[0, 2, 5]","[1, 3, 6]",Children's Corner 113 6 Eb Major.mid,23,2,Debussy
45.5,<music21.chord.Chord F#4 C#3 F#3 B3>,"[0, 2, 7]","[11, 1, 6]",Children's Corner 113 6 Eb Major.mid,23,2.5,Debussy
46,<music21.chord.Chord F4>,[0],[5],Children's Corner 113 6 Eb Major.mid,24,1,Debussy
46.25,<music21.chord.Chord F4>,[0],[5],Children's Corner 113 6 Eb Major.mid,24,1.25,Debussy
46.5,<music21.chord.Chord C#4 E4>,"[0, 3]","[1, 4]",Children's Corner 113 6 Eb Major.mid,24,1.5,Debussy
46.75,<music21.chord.Chord G4 C#4 E4>,"[0, 3, 6]","[1, 4, 7]",Children's Corner 113 6 Eb Major.mid,24,1.75,Debussy
47,<music21.chord.Chord F4 C4 E-4>,"[0, 3, 5]","[0, 3, 5]",Children's Corner 113 6 Eb Major.mid,24,2,Debussy
47.5,<music21.chord.Chord G4 D5 F3 A3 E-4>,"[0, 1, 3, 5, 7]","[2, 3, 5, 7, 9]",Children's Corner 113 6 Eb Major.mid,24,2.5,Debussy
48,<music21.chord.Chord D4 B-4 B-2 F3 B-3>,"[0, 4, 7]","[10, 2, 5]",Children's Corner 113 6 Eb Major.mid,25,1,Debussy
49,<music21.chord.Chord B-5 B-6 B-1 B-2>,[0],[10],Children's Corner 113 6 Eb Major.mid,25,2,Debussy
50,<music21.chord.Chord C4 E-4 G#3 B-3>,"[0, 2, 4, 7]","[8, 10, 0, 3]",Children's Corner 113 6 Eb Major.mid,26,1,Debussy
50.125,<music21.chord.Chord C4 E-4>,"[0, 3]","[0, 3]",Children's Corner 113 6 Eb Major.mid,26,1.125,Debussy
50.25,<music21.chord.Chord D4 F4>,"[0, 3]","[2, 5]",Children's Corner 113 6 Eb Major.mid,26,1.25,Debussy
50.5,<music21.chord.Chord D4 F4 G#4 B-4>,"[0, 3, 6, 8]","[2, 5, 8, 10]",Children's Corner 113 6 Eb Major.mid,26,1.5,Debussy
50.625,<music21.chord.Chord D4 F4>,"[0, 3]","[2, 5]",Children's Corner 113 6 Eb Major.mid,26,1.625,Debussy
50.75,<music21.chord.Chord E-4 G4>,"[0, 4]","[3, 7]",Children's Corner 113 6 Eb Major.mid,26,1.75,Debussy
51,<music21.chord.Chord D4 F4 G#3 B-3>,"[0, 3, 6, 8]","[2, 5, 8, 10]",Children's Corner 113 6 Eb Major.mid,26,2,Debussy
51.5,<music21.chord.Chord C4 E-4 G#4 B-4>,"[0, 2, 4, 7]","[8, 10, 0, 3]",Children's Corner 113 6 Eb Major.mid,26,2.5,Debussy
52,<music21.chord.Chord D4 F4 G#3 B-3>,"[0, 3, 6, 8]","[2, 5, 8, 10]",Children's Corner 113 6 Eb Major.mid,27,1,Debussy
52.125,<music21.chord.Chord D4 F4>,"[0, 3]","[2, 5]",Children's Corner 113 6 Eb Major.mid,27,1.125,Debussy
52.5,<music21.chord.Chord D4 F4 G#4 B-4>,"[0, 3, 6, 8]","[2, 5, 8, 10]",Children's Corner 113 6 Eb Major.mid,27,1.5,Debussy
52.625,<music21.chord.Chord D4 F4>,"[0, 3]","[2, 5]",Children's Corner 113 6 Eb Major.mid,27,1.625,Debussy
53,<music21.chord.Chord B-6 B-5 D4 F4 G#3 B-3>,"[0, 3, 6, 8]","[2, 5, 8, 10]",Children's Corner 113 6 Eb Major.mid,27,2,Debussy
53.125,<music21.chord.Chord D4 F4 B-6 B-5>,"[0, 4, 7]","[10, 2, 5]",Children's Corner 113 6 Eb Major.mid,27,2.125,Debussy
53.5,<music21.chord.Chord D4 F4 G#4 B-4>,"[0, 3, 6, 8]","[2, 5, 8, 10]",Children's Corner 113 6 Eb Major.mid,27,2.5,Debussy
53.625,<music21.chord.Chord D4 F4>,"[0, 3]","[2, 5]",Children's Corner 113 6 Eb Major.mid,27,2.625,Debussy
54,<music21.chord.Chord C4 E-4 G3 B-3>,"[0, 3, 5, 8]","[7, 10, 0, 3]",Children's Corner 113 6 Eb Major.mid,28,1,Debussy
54.125,<music21.chord.Chord C4 E-4>,"[0, 3]","[0, 3]",Children's Corner 113 6 Eb Major.mid,28,1.125,Debussy
54.25,<music21.chord.Chord D4 F4>,"[0, 3]","[2, 5]",Children's Corner 113 6 Eb Major.mid,28,1.25,Debussy
54.5,<music21.chord.Chord D4 F4 G4 B-4>,"[0, 3, 5, 8]","[2, 5, 7, 10]",Children's Corner 113 6 Eb Major.mid,28,1.5,Debussy
54.625,<music21.chord.Chord D4 F4>,"[0, 3]","[2, 5]",Children's Corner 113 6 Eb Major.mid,28,1.625,Debussy
54.75,<music21.chord.Chord E-4 G4>,"[0, 4]","[3, 7]",Children's Corner 113 6 Eb Major.mid,28,1.75,Debussy
55,<music21.chord.Chord D4 F4 G3 B-3>,"[0, 3, 5, 8]","[2, 5, 7, 10]",Children's Corner 113 6 Eb Major.mid,28,2,Debussy
55.5,<music21.chord.Chord C4 E-4 G4 B-4>,"[0, 3, 5, 8]","[7, 10, 0, 3]",Children's Corner 113 6 Eb Major.mid,28,2.5,Debussy
56,<music21.chord.Chord D4 F4 G3 B-3>,"[0, 3, 5, 8]","[2, 5, 7, 10]",Children's Corner 113 6 Eb Major.mid,29,1,Debussy
56.5,<music21.chord.Chord C4 E-4 G4 B-4>,"[0, 3, 5, 8]","[7, 10, 0, 3]",Children's Corner 113 6 Eb Major.mid,29,1.5,Debussy
56.625,<music21.chord.Chord C4 E-4>,"[0, 3]","[0, 3]",Children's Corner 113 6 Eb Major.mid,29,1.625,Debussy
57,<music21.chord.Chord D4 F4 G3 B-3>,"[0, 3, 5, 8]","[2, 5, 7, 10]",Children's Corner 113 6 Eb Major.mid,29,2,Debussy
57.5,<music21.chord.Chord G4 B-4 C5 E-4>,"[0, 3, 5, 8]","[7, 10, 0, 3]",Children's Corner 113 6 Eb Major.mid,29,2.5,Debussy
58,<music21.chord.Chord G#3 C4 E-4 B-2>,"[0, 2, 4, 7]","[8, 10, 0, 3]",Children's Corner 113 6 Eb Major.mid,30,1,Debussy
58.25,<music21.chord.Chord G#3 C4 E-4 C3>,"[0, 4, 7]","[8, 0, 3]",Children's Corner 113 6 Eb Major.mid,30,1.25,Debussy
58.75,<music21.chord.Chord G#3 C4 E-4 D3>,"[0, 4, 6, 7]","[8, 0, 2, 3]",Children's Corner 113 6 Eb Major.mid,30,1.75,Debussy
59,<music21.chord.Chord G#3 C4 E-4 C3>,"[0, 4, 7]","[8, 0, 3]",Children's Corner 113 6 Eb Major.mid,30,2,Debussy
59.125,<music21.chord.Chord G#3 C4 E-4>,"[0, 4, 7]","[8, 0, 3]",Children's Corner 113 6 Eb Major.mid,30,2.125,Debussy
59.5,<music21.chord.Chord G#3 C4 E-4 B-2>,"[0, 2, 4, 7]","[8, 10, 0, 3]",Children's Corner 113 6 Eb Major.mid,30,2.5,Debussy
59.625,<music21.chord.Chord G#3 C4 E-4>,"[0, 4, 7]","[8, 0, 3]",Children's Corner 113 6 Eb Major.mid,30,2.625,Debussy
60,<music21.chord.Chord G#3 C4 E-4 B-2>,"[0, 2, 4, 7]","[8, 10, 0, 3]",Children's Corner 113 6 Eb Major.mid,31,1,Debussy
60.25,<music21.chord.Chord G#3 C4 E-4 C3>,"[0, 4, 7]","[8, 0, 3]",Children's Corner 113 6 Eb Major.mid,31,1.25,Debussy
60.75,<music21.chord.Chord G#3 C4 E-4 D3>,"[0, 4, 6, 7]","[8, 0, 2, 3]",Children's Corner 113 6 Eb Major.mid,31,1.75,Debussy
61,<music21.chord.Chord G#3 C4 E-4 C3>,"[0, 4, 7]","[8, 0, 3]",Children's Corner 113 6 Eb Major.mid,31,2,Debussy
61.125,<music21.chord.Chord G#3 C4 E-4>,"[0, 4, 7]","[8, 0, 3]",Children's Corner 113 6 Eb Major.mid,31,2.125,Debussy
61.5,<music21.chord.Chord G#3 C4 E-4 B-2>,"[0, 2, 4, 7]","[8, 10, 0, 3]",Children's Corner 113 6 Eb Major.mid,31,2.5,Debussy
61.625,<music21.chord.Chord G#3 C4 E-4>,"[0, 4, 7]","[8, 0, 3]",Children's Corner 113 6 Eb Major.mid,31,2.625,Debussy
62,<music21.chord.Chord G3 C4 E-4 B-2>,"[0, 3, 5, 8]","[7, 10, 0, 3]",Children's Corner 113 6 Eb Major.mid,32,1,Debussy
62.25,<music21.chord.Chord G3 C4 E-4 C3>,"[0, 3, 7]","[0, 3, 7]",Children's Corner 113 6 Eb Major.mid,32,1.25,Debussy
62.75,<music21.chord.Chord G3 C4 E-4 D3>,"[0, 2, 3, 7]","[0, 2, 3, 7]",Children's Corner 113 6 Eb Major.mid,32,1.75,Debussy
63,<music21.chord.Chord G3 C4 E-4 C3>,"[0, 3, 7]","[0, 3, 7]",Children's Corner 113 6 Eb Major.mid,32,2,Debussy
63.125,<music21.chord.Chord G3 C4 E-4>,"[0, 3, 7]","[0, 3, 7]",Children's Corner 113 6 Eb Major.mid,32,2.125,Debussy
63.5,<music21.chord.Chord G3 C4 E-4 B-2>,"[0, 3, 5, 8]","[7, 10, 0, 3]",Children's Corner 113 6 Eb Major.mid,32,2.5,Debussy
63.625,<music21.chord.Chord G3 C4 E-4>,"[0, 3, 7]","[0, 3, 7]",Children's Corner 113 6 Eb Major.mid,32,2.625,Debussy
