Offset,Chord,NormalForm,PCsInNormalForm,File,Composer,measureNumber,beatNumber
94.5,<music21.chord.Chord C1 C2 D4 E-4 A4 E-5 G5 A5 D6>,"[0, 2, 5, 7, 8]","[7, 9, 0, 2, 3]",Takemitsu_Romance.mxl,Takemitsu,64,1.000
95,<music21.chord.Chord D2 A2 D3 D4 E-4 A4 E-5 G5 A5 D6>,"[0, 1, 5, 7]","[2, 3, 7, 9]",Takemitsu_Romance.mxl,Takemitsu,64,2.000
95.5,<music21.chord.Chord G3 A3 E-4>,"[0, 4, 6]","[3, 7, 9]",Takemitsu_Romance.mxl,Takemitsu,64,3.000
95.75,<music21.chord.Chord G3 A3 E-4 G4 D5 G5>,"[0, 1, 5, 7]","[2, 3, 7, 9]",Takemitsu_Romance.mxl,Takemitsu,64,3.500
96,<music21.chord.Chord C1 C2 A4 D5 A5>,"[0, 3, 5]","[9, 0, 2]",Takemitsu_Romance.mxl,Takemitsu,65,1.000
96.25,<music21.chord.Chord C1 C2 G4 D5 G5>,"[0, 2, 7]","[0, 2, 7]",Takemitsu_Romance.mxl,Takemitsu,65,1.500
96.5,<music21.chord.Chord D2 A2 D3 A4 D5 A5>,"[0, 5]","[9, 2]",Takemitsu_Romance.mxl,Takemitsu,65,2.000
96.75,<music21.chord.Chord D2 A2 D3 C5 G5 C6>,"[0, 2, 5, 7]","[7, 9, 0, 2]",Takemitsu_Romance.mxl,Takemitsu,65,2.500
97,<music21.chord.Chord G3 A3 E-4 C5 G5 C6>,"[0, 2, 5, 8]","[7, 9, 0, 3]",Takemitsu_Romance.mxl,Takemitsu,65,3.000
97.25,<music21.chord.Chord G3 A3 E-4 G5 D6 G6>,"[0, 1, 5, 7]","[2, 3, 7, 9]",Takemitsu_Romance.mxl,Takemitsu,65,3.500
97.5,<music21.chord.Chord C1 C2 E-6 A6 E-7>,"[0, 3, 6]","[9, 0, 3]",Takemitsu_Romance.mxl,Takemitsu,66,1.000
97.875,<music21.chord.Chord C1 C2 D6 G6 D7>,"[0, 2, 7]","[0, 2, 7]",Takemitsu_Romance.mxl,Takemitsu,66,1.750
98,<music21.chord.Chord D2 A2 D3 A6 D7 A7>,"[0, 5]","[9, 2]",Takemitsu_Romance.mxl,Takemitsu,66,2.000
98.5,<music21.chord.Chord G3 A3 E-4 A6 D7 A7>,"[0, 1, 5, 7]","[2, 3, 7, 9]",Takemitsu_Romance.mxl,Takemitsu,66,3.000
98.75,<music21.chord.Chord G3 A3 E-4 G6 D7 G7>,"[0, 1, 5, 7]","[2, 3, 7, 9]",Takemitsu_Romance.mxl,Takemitsu,66,3.500
99,<music21.chord.Chord C1 C2 A4 D5 A5>,"[0, 3, 5]","[9, 0, 2]",Takemitsu_Romance.mxl,Takemitsu,67,1.000
99.25,<music21.chord.Chord C1 C2 G4 D5 G5>,"[0, 2, 7]","[0, 2, 7]",Takemitsu_Romance.mxl,Takemitsu,67,1.500
99.5,<music21.chord.Chord D2 A2 D3 A4 D5 A5>,"[0, 5]","[9, 2]",Takemitsu_Romance.mxl,Takemitsu,67,2.000
99.75,<music21.chord.Chord D2 A2 D3 C5 G5 C6>,"[0, 2, 5, 7]","[7, 9, 0, 2]",Takemitsu_Romance.mxl,Takemitsu,67,2.500
100,<music21.chord.Chord G3 A3 E-4 C5 G5 C6>,"[0, 2, 5, 8]","[7, 9, 0, 3]",Takemitsu_Romance.mxl,Takemitsu,67,3.000
100.25,<music21.chord.Chord G3 A3 E-4 G5 D6 G6>,"[0, 1, 5, 7]","[2, 3, 7, 9]",Takemitsu_Romance.mxl,Takemitsu,67,3.500
100.5,<music21.chord.Chord C1 C2 E-5 A5 E-6>,"[0, 3, 6]","[9, 0, 3]",Takemitsu_Romance.mxl,Takemitsu,68,1.000
100.875,<music21.chord.Chord C1 C2 D5 G5 D6>,"[0, 2, 7]","[0, 2, 7]",Takemitsu_Romance.mxl,Takemitsu,68,1.750
101,<music21.chord.Chord D2 A2 D3 A4 D5 A5>,"[0, 5]","[9, 2]",Takemitsu_Romance.mxl,Takemitsu,68,2.000
101.375,<music21.chord.Chord D2 A2 D3 G4 D5 G5>,"[0, 2, 7]","[7, 9, 2]",Takemitsu_Romance.mxl,Takemitsu,68,2.750
101.5,<music21.chord.Chord G3 A3 E-4 D5 A5 D6>,"[0, 1, 5, 7]","[2, 3, 7, 9]",Takemitsu_Romance.mxl,Takemitsu,68,3.000
102,<music21.chord.Chord C1 C2 D5 A5 D6>,"[0, 3, 5]","[9, 0, 2]",Takemitsu_Romance.mxl,Takemitsu,69,1.000
102.5,<music21.chord.Chord D2 A2 D3 D5 A5 D6>,"[0, 5]","[9, 2]",Takemitsu_Romance.mxl,Takemitsu,69,2.000
103,<music21.chord.Chord G3 A3 E-4 D5 A5 D6>,"[0, 1, 5, 7]","[2, 3, 7, 9]",Takemitsu_Romance.mxl,Takemitsu,69,3.000
103.5,<music21.chord.Chord A0 A1 A5 A6>,[0],[9],Takemitsu_Romance.mxl,Takemitsu,70,1.000
104,<music21.chord.Chord A2 B-2 E-3 A4 D5 A5>,"[0, 1, 5, 6]","[9, 10, 2, 3]",Takemitsu_Romance.mxl,Takemitsu,70,2.000
104.5,<music21.chord.Chord A2 B-2 E-3 A4 D5 A5>,"[0, 1, 5, 6]","[9, 10, 2, 3]",Takemitsu_Romance.mxl,Takemitsu,70,3.000
105,<music21.chord.Chord A3 B-3 E-4 A4 D5 A5>,"[0, 1, 5, 6]","[9, 10, 2, 3]",Takemitsu_Romance.mxl,Takemitsu,71,1.000
106,<music21.chord.Chord G4>,[0],[7],Takemitsu_Romance.mxl,Takemitsu,71,3.000
106.5,<music21.chord.Chord D3 A3 D4>,"[0, 5]","[9, 2]",Takemitsu_Romance.mxl,Takemitsu,72,1.000
107,<music21.chord.Chord D3 G3 D4>,"[0, 5]","[2, 7]",Takemitsu_Romance.mxl,Takemitsu,72,2.000
107.5,<music21.chord.Chord D3 G3 A4>,"[0, 2, 7]","[7, 9, 2]",Takemitsu_Romance.mxl,Takemitsu,72,3.000
108,<music21.chord.Chord A2 E-3 G4 D5>,"[0, 1, 5, 7]","[2, 3, 7, 9]",Takemitsu_Romance.mxl,Takemitsu,73,1.000
108.5,<music21.chord.Chord A2 D3 G4 D5>,"[0, 2, 7]","[7, 9, 2]",Takemitsu_Romance.mxl,Takemitsu,73,2.000
109,<music21.chord.Chord A2 G3 G4>,"[0, 2]","[7, 9]",Takemitsu_Romance.mxl,Takemitsu,73,3.000
109.5,<music21.chord.Chord A3 E-4 G4 E-5>,"[0, 4, 6]","[3, 7, 9]",Takemitsu_Romance.mxl,Takemitsu,74,1.000
110,<music21.chord.Chord A3 D4 G4 E-5>,"[0, 1, 5, 7]","[2, 3, 7, 9]",Takemitsu_Romance.mxl,Takemitsu,74,2.000
110.5,<music21.chord.Chord A3 D4 A4>,"[0, 5]","[9, 2]",Takemitsu_Romance.mxl,Takemitsu,74,3.000
111,<music21.chord.Chord C3 G3 C4 D4 A4 D5>,"[0, 2, 5, 7]","[7, 9, 0, 2]",Takemitsu_Romance.mxl,Takemitsu,75,1.000
112,<music21.chord.Chord D2 D4 A4 D5>,"[0, 5]","[9, 2]",Takemitsu_Romance.mxl,Takemitsu,75,3.000
112.25,<music21.chord.Chord G2 D4 A4 D5>,"[0, 2, 7]","[7, 9, 2]",Takemitsu_Romance.mxl,Takemitsu,75,3.500
112.5,<music21.chord.Chord E-3 A3 E-4 A4 E-5>,"[0, 6]","[3, 9]",Takemitsu_Romance.mxl,Takemitsu,76,1.000
113,<music21.chord.Chord E-3 G3 E-4 A4 E-5>,"[0, 4, 6]","[3, 7, 9]",Takemitsu_Romance.mxl,Takemitsu,76,2.000
113.5,<music21.chord.Chord A3 B-3 E-4 A4 E-5 A5>,"[0, 1, 6]","[9, 10, 3]",Takemitsu_Romance.mxl,Takemitsu,76,3.000
114,<music21.chord.Chord A3 B-3 E-4 A4 E-5 A5>,"[0, 1, 6]","[9, 10, 3]",Takemitsu_Romance.mxl,Takemitsu,77,1.000
114.5,<music21.chord.Chord A3 B-3 E-4 A4 E-5 A5>,"[0, 1, 6]","[9, 10, 3]",Takemitsu_Romance.mxl,Takemitsu,77,2.000
115,<music21.chord.Chord G3 B-3 E-4 A4 E-5 A5>,"[0, 4, 6, 7]","[3, 7, 9, 10]",Takemitsu_Romance.mxl,Takemitsu,77,3.000
115.5,<music21.chord.Chord A1 D2 A2 A5 D6 A6>,"[0, 5]","[9, 2]",Takemitsu_Romance.mxl,Takemitsu,78,1.000
