measureNumber,beatNumber,Offset,Chord,NormalForm,PCsInNormalForm,File,Composer
10,1.000,70,<music21.chord.Chord F#5 A6>,"[0, 3]","[6, 9]",Part_Fuer_Alina.mxl,Part
10,1.333,71,<music21.chord.Chord F#5 G6>,"[0, 1]","[6, 7]",Part_Fuer_Alina.mxl,Part
10,1.667,72,<music21.chord.Chord F#5 A6>,"[0, 3]","[6, 9]",Part_Fuer_Alina.mxl,Part
10,2.000,73,<music21.chord.Chord F#4 B5>,"[0, 5]","[6, 11]",Part_Fuer_Alina.mxl,Part
10,2.333,74,<music21.chord.Chord B4 C#6>,"[0, 2]","[11, 1]",Part_Fuer_Alina.mxl,Part
10,2.667,75,<music21.chord.Chord D5 F#6>,"[0, 4]","[2, 6]",Part_Fuer_Alina.mxl,Part
11,1.000,79,<music21.chord.Chord F#5 G6>,"[0, 1]","[6, 7]",Part_Fuer_Alina.mxl,Part
11,2.000,80,<music21.chord.Chord B4 D6>,"[0, 3]","[11, 2]",Part_Fuer_Alina.mxl,Part
11,3.000,81,<music21.chord.Chord D5 E6>,"[0, 2]","[2, 4]",Part_Fuer_Alina.mxl,Part
11,4.000,82,<music21.chord.Chord D5 F#6>,"[0, 4]","[2, 6]",Part_Fuer_Alina.mxl,Part
11,5.000,83,<music21.chord.Chord C#5 F#6>,"[0, 5]","[1, 6]",Part_Fuer_Alina.mxl,Part
12,1.000,87,<music21.chord.Chord B4 D6>,"[0, 3]","[11, 2]",Part_Fuer_Alina.mxl,Part
12,2.000,88,<music21.chord.Chord F#4 B5>,"[0, 5]","[6, 11]",Part_Fuer_Alina.mxl,Part
12,3.000,89,<music21.chord.Chord B3 D5>,"[0, 3]","[11, 2]",Part_Fuer_Alina.mxl,Part
12,4.000,90,<music21.chord.Chord D4 E5>,"[0, 2]","[2, 4]",Part_Fuer_Alina.mxl,Part
13,1.000,94,<music21.chord.Chord F#3 B4>,"[0, 5]","[6, 11]",Part_Fuer_Alina.mxl,Part
13,1.333,95,<music21.chord.Chord D4 F#5>,"[0, 4]","[2, 6]",Part_Fuer_Alina.mxl,Part
13,1.667,96,<music21.chord.Chord B4 D6>,"[0, 3]","[11, 2]",Part_Fuer_Alina.mxl,Part
14,1.000,100,<music21.chord.Chord F#4 B5>,"[0, 5]","[6, 11]",Part_Fuer_Alina.mxl,Part
14,2.000,101,<music21.chord.Chord B3 D5>,"[0, 3]","[11, 2]",Part_Fuer_Alina.mxl,Part
15,1.000,105,<music21.chord.Chord F#4 B5>,"[0, 5]","[6, 11]",Part_Fuer_Alina.mxl,Part
15,1.333,106,<music21.chord.Chord B4 C#6>,"[0, 2]","[11, 1]",Part_Fuer_Alina.mxl,Part
15,1.667,107,<music21.chord.Chord F#4 B5>,"[0, 5]","[6, 11]",Part_Fuer_Alina.mxl,Part
