Offset,Chord,NormalForm,PCsInNormalForm,File,Composer,measureNumber,Measure Count
70,<music21.chord.Chord E-5 G5 B-5 G4>,"[0, 4, 7]","[3, 7, 10]",Lighting the Tree S186 F Major.mid,Liszt,,
70.5,<music21.chord.Chord E-5 G5 B-5 F4>,"[0, 2, 4, 7]","[3, 5, 7, 10]",Lighting the Tree S186 F Major.mid,Liszt,,
71,<music21.chord.Chord E-5 G5 B-5 E-4>,"[0, 4, 7]","[3, 7, 10]",Lighting the Tree S186 F Major.mid,Liszt,,
71.5,<music21.chord.Chord E-5 G5 B-5 D4>,"[0, 1, 5, 8]","[2, 3, 7, 10]",Lighting the Tree S186 F Major.mid,Liszt,,
72,<music21.chord.Chord E-5 G5 B-5 C4>,"[0, 3, 5, 8]","[7, 10, 0, 3]",Lighting the Tree S186 F Major.mid,Liszt,,
72.5,<music21.chord.Chord E-5 G5 B-5 B-3>,"[0, 4, 7]","[3, 7, 10]",Lighting the Tree S186 F Major.mid,Liszt,,
73,<music21.chord.Chord E-4>,[0],[3],Lighting the Tree S186 F Major.mid,Liszt,,
74,<music21.chord.Chord F4>,[0],[5],Lighting the Tree S186 F Major.mid,Liszt,,
74.5,<music21.chord.Chord F4>,[0],[5],Lighting the Tree S186 F Major.mid,Liszt,,
75,<music21.chord.Chord F#4>,[0],[6],Lighting the Tree S186 F Major.mid,Liszt,,
76.5,<music21.chord.Chord G4>,[0],[7],Lighting the Tree S186 F Major.mid,Liszt,,
77,<music21.chord.Chord A4>,[0],[9],Lighting the Tree S186 F Major.mid,Liszt,,
78,<music21.chord.Chord D5 B-5 G4 B-4>,"[0, 3, 7]","[7, 10, 2]",Lighting the Tree S186 F Major.mid,Liszt,,
78.5,<music21.chord.Chord D5 B-5 G4 B-4>,"[0, 3, 7]","[7, 10, 2]",Lighting the Tree S186 F Major.mid,Liszt,,
79,<music21.chord.Chord D5 D6 F#4 A4>,"[0, 4, 7]","[2, 6, 9]",Lighting the Tree S186 F Major.mid,Liszt,,
80,<music21.chord.Chord D5 B-5 G4 B-4>,"[0, 3, 7]","[7, 10, 2]",Lighting the Tree S186 F Major.mid,Liszt,,
80.5,<music21.chord.Chord D5 B-5 G4 B-4>,"[0, 3, 7]","[7, 10, 2]",Lighting the Tree S186 F Major.mid,Liszt,,
81,<music21.chord.Chord F5 A5 A4 C5>,"[0, 4, 7]","[5, 9, 0]",Lighting the Tree S186 F Major.mid,Liszt,,
82,<music21.chord.Chord D5 B-5 G4 B-4>,"[0, 3, 7]","[7, 10, 2]",Lighting the Tree S186 F Major.mid,Liszt,,
82.5,<music21.chord.Chord D5 B-5 G4 B-4>,"[0, 3, 7]","[7, 10, 2]",Lighting the Tree S186 F Major.mid,Liszt,,
83,<music21.chord.Chord D5 D6 F#4 A4>,"[0, 4, 7]","[2, 6, 9]",Lighting the Tree S186 F Major.mid,Liszt,,
84,<music21.chord.Chord D5 B-5 G4 B-4>,"[0, 3, 7]","[7, 10, 2]",Lighting the Tree S186 F Major.mid,Liszt,,
84.5,<music21.chord.Chord D5 B-5 G4 B-4>,"[0, 3, 7]","[7, 10, 2]",Lighting the Tree S186 F Major.mid,Liszt,,
85,<music21.chord.Chord F5 A5 A4 C5>,"[0, 4, 7]","[5, 9, 0]",Lighting the Tree S186 F Major.mid,Liszt,,
86,<music21.chord.Chord D5 B-5 G4 B-4>,"[0, 3, 7]","[7, 10, 2]",Lighting the Tree S186 F Major.mid,Liszt,,
86.5,<music21.chord.Chord D5 B-5 G4 B-4>,"[0, 3, 7]","[7, 10, 2]",Lighting the Tree S186 F Major.mid,Liszt,,
87,<music21.chord.Chord F5 A5 A4 C5>,"[0, 4, 7]","[5, 9, 0]",Lighting the Tree S186 F Major.mid,Liszt,,
88,<music21.chord.Chord D5 B-5 G4 B-4>,"[0, 3, 7]","[7, 10, 2]",Lighting the Tree S186 F Major.mid,Liszt,,
88.5,<music21.chord.Chord D5 B-5 G4 B-4>,"[0, 3, 7]","[7, 10, 2]",Lighting the Tree S186 F Major.mid,Liszt,,
89,<music21.chord.Chord F5 A5 A4 C5>,"[0, 4, 7]","[5, 9, 0]",Lighting the Tree S186 F Major.mid,Liszt,,
90,<music21.chord.Chord D5 B-5 G4 B-4>,"[0, 3, 7]","[7, 10, 2]",Lighting the Tree S186 F Major.mid,Liszt,,
90.5,<music21.chord.Chord D5 B-5 G4 B-4>,"[0, 3, 7]","[7, 10, 2]",Lighting the Tree S186 F Major.mid,Liszt,,
91,<music21.chord.Chord F5 A5 A4 C5>,"[0, 4, 7]","[5, 9, 0]",Lighting the Tree S186 F Major.mid,Liszt,,
91.5,<music21.chord.Chord G5 B-5 G4 B-4>,"[0, 3]","[7, 10]",Lighting the Tree S186 F Major.mid,Liszt,,
92,<music21.chord.Chord A5 C6 F4 A4>,"[0, 4, 7]","[5, 9, 0]",Lighting the Tree S186 F Major.mid,Liszt,,
92.5,<music21.chord.Chord G5 B-5 G4 B-4>,"[0, 3]","[7, 10]",Lighting the Tree S186 F Major.mid,Liszt,,
93,<music21.chord.Chord F5 A5 A4 C5>,"[0, 4, 7]","[5, 9, 0]",Lighting the Tree S186 F Major.mid,Liszt,,
93.5,<music21.chord.Chord G5 B-5 G4 B-4>,"[0, 3]","[7, 10]",Lighting the Tree S186 F Major.mid,Liszt,,
94,<music21.chord.Chord B-5 D6 E4 G4>,"[0, 2, 5, 8]","[2, 4, 7, 10]",Lighting the Tree S186 F Major.mid,Liszt,,
94.5,<music21.chord.Chord A5 C6 F4 A4>,"[0, 4, 7]","[5, 9, 0]",Lighting the Tree S186 F Major.mid,Liszt,,
95,<music21.chord.Chord G5 B-5 G4 B-4>,"[0, 3]","[7, 10]",Lighting the Tree S186 F Major.mid,Liszt,,
95.5,<music21.chord.Chord A5 C6 F4 A4>,"[0, 4, 7]","[5, 9, 0]",Lighting the Tree S186 F Major.mid,Liszt,,
96,<music21.chord.Chord B-5 D6 E4 G4>,"[0, 2, 5, 8]","[2, 4, 7, 10]",Lighting the Tree S186 F Major.mid,Liszt,,
96.5,<music21.chord.Chord A5 C6 F4 A4>,"[0, 4, 7]","[5, 9, 0]",Lighting the Tree S186 F Major.mid,Liszt,,
97,<music21.chord.Chord F5 A5 A4 C5>,"[0, 4, 7]","[5, 9, 0]",Lighting the Tree S186 F Major.mid,Liszt,,
97.5,<music21.chord.Chord G5 B-5 G4 B-4>,"[0, 3]","[7, 10]",Lighting the Tree S186 F Major.mid,Liszt,,
98,<music21.chord.Chord A5 C6 F4 A4>,"[0, 4, 7]","[5, 9, 0]",Lighting the Tree S186 F Major.mid,Liszt,,
98.5,<music21.chord.Chord G5 B-5 G4 B-4>,"[0, 3]","[7, 10]",Lighting the Tree S186 F Major.mid,Liszt,,
99,<music21.chord.Chord F5 A5 A4 C5>,"[0, 4, 7]","[5, 9, 0]",Lighting the Tree S186 F Major.mid,Liszt,,
99.5,<music21.chord.Chord G5 B-5 G4 B-4>,"[0, 3]","[7, 10]",Lighting the Tree S186 F Major.mid,Liszt,,
100,<music21.chord.Chord B-5 D6 E4 G4>,"[0, 2, 5, 8]","[2, 4, 7, 10]",Lighting the Tree S186 F Major.mid,Liszt,,
100.5,<music21.chord.Chord A5 C6 F4 A4>,"[0, 4, 7]","[5, 9, 0]",Lighting the Tree S186 F Major.mid,Liszt,,
101,<music21.chord.Chord G5 B-5 G4 B-4>,"[0, 3]","[7, 10]",Lighting the Tree S186 F Major.mid,Liszt,,
101.5,<music21.chord.Chord A5 C6 F4 A4>,"[0, 4, 7]","[5, 9, 0]",Lighting the Tree S186 F Major.mid,Liszt,,
102,<music21.chord.Chord B-5 D6 E4 G4>,"[0, 2, 5, 8]","[2, 4, 7, 10]",Lighting the Tree S186 F Major.mid,Liszt,,
102.5,<music21.chord.Chord A5 C6 F4 A4>,"[0, 4, 7]","[5, 9, 0]",Lighting the Tree S186 F Major.mid,Liszt,,
103,<music21.chord.Chord A5 C6 A4 C5>,"[0, 3]","[9, 0]",Lighting the Tree S186 F Major.mid,Liszt,,
103.5,<music21.chord.Chord G5 B-5 G4 B-4>,"[0, 3]","[7, 10]",Lighting the Tree S186 F Major.mid,Liszt,,
104,<music21.chord.Chord A5 C6 F4 A4>,"[0, 4, 7]","[5, 9, 0]",Lighting the Tree S186 F Major.mid,Liszt,,
104.5,<music21.chord.Chord G5 B-5 G4 B-4>,"[0, 3]","[7, 10]",Lighting the Tree S186 F Major.mid,Liszt,,
105,<music21.chord.Chord F5 A5 A4 C5>,"[0, 4, 7]","[5, 9, 0]",Lighting the Tree S186 F Major.mid,Liszt,,
105.5,<music21.chord.Chord G5 B-5 G4 B-4>,"[0, 3]","[7, 10]",Lighting the Tree S186 F Major.mid,Liszt,,
106,<music21.chord.Chord A5 C6 F4 A4>,"[0, 4, 7]","[5, 9, 0]",Lighting the Tree S186 F Major.mid,Liszt,,
106.5,<music21.chord.Chord G5 B-5 G4 B-4>,"[0, 3]","[7, 10]",Lighting the Tree S186 F Major.mid,Liszt,,
107,<music21.chord.Chord F5 A5 A4 C5>,"[0, 4, 7]","[5, 9, 0]",Lighting the Tree S186 F Major.mid,Liszt,,
107.5,<music21.chord.Chord G5 B-5 G4 B-4>,"[0, 3]","[7, 10]",Lighting the Tree S186 F Major.mid,Liszt,,
108,<music21.chord.Chord A5 C6 F4 A4>,"[0, 4, 7]","[5, 9, 0]",Lighting the Tree S186 F Major.mid,Liszt,,
108.5,<music21.chord.Chord G5 B-5 G4 B-4>,"[0, 3]","[7, 10]",Lighting the Tree S186 F Major.mid,Liszt,,
109,<music21.chord.Chord A5 C6 A4 C5>,"[0, 3]","[9, 0]",Lighting the Tree S186 F Major.mid,Liszt,,
110,<music21.chord.Chord B-5 D6 G4 B-4>,"[0, 3, 7]","[7, 10, 2]",Lighting the Tree S186 F Major.mid,Liszt,,
111,<music21.chord.Chord C6 E6 F4 A4>,"[0, 1, 5, 8]","[4, 5, 9, 0]",Lighting the Tree S186 F Major.mid,Liszt,,
114,<music21.chord.Chord F4>,[0],[5],Lighting the Tree S186 F Major.mid,Liszt,,
115,<music21.chord.Chord E4>,[0],[4],Lighting the Tree S186 F Major.mid,Liszt,,
116,<music21.chord.Chord D4>,[0],[2],Lighting the Tree S186 F Major.mid,Liszt,,
116.5,<music21.chord.Chord D4>,[0],[2],Lighting the Tree S186 F Major.mid,Liszt,,
117,<music21.chord.Chord C4>,[0],[0],Lighting the Tree S186 F Major.mid,Liszt,,
119,<music21.chord.Chord A4>,[0],[9],Lighting the Tree S186 F Major.mid,Liszt,,
120,<music21.chord.Chord G4>,[0],[7],Lighting the Tree S186 F Major.mid,Liszt,,
121,<music21.chord.Chord F4>,[0],[5],Lighting the Tree S186 F Major.mid,Liszt,,
121.5,<music21.chord.Chord F4>,[0],[5],Lighting the Tree S186 F Major.mid,Liszt,,
122,<music21.chord.Chord E4>,[0],[4],Lighting the Tree S186 F Major.mid,Liszt,,
123,<music21.chord.Chord C5>,[0],[0],Lighting the Tree S186 F Major.mid,Liszt,,
124,<music21.chord.Chord B-4>,[0],[10],Lighting the Tree S186 F Major.mid,Liszt,,
125,<music21.chord.Chord A4>,[0],[9],Lighting the Tree S186 F Major.mid,Liszt,,
125.5,<music21.chord.Chord A4>,[0],[9],Lighting the Tree S186 F Major.mid,Liszt,,
126,<music21.chord.Chord G4>,[0],[7],Lighting the Tree S186 F Major.mid,Liszt,,
128,<music21.chord.Chord B-4 D5>,"[0, 4]","[10, 2]",Lighting the Tree S186 F Major.mid,Liszt,,
129,<music21.chord.Chord A4 C5>,"[0, 3]","[9, 0]",Lighting the Tree S186 F Major.mid,Liszt,,
130,<music21.chord.Chord G4 B-4>,"[0, 3]","[7, 10]",Lighting the Tree S186 F Major.mid,Liszt,,
130.5,<music21.chord.Chord G4 B-4>,"[0, 3]","[7, 10]",Lighting the Tree S186 F Major.mid,Liszt,,
131,<music21.chord.Chord F4 A4>,"[0, 4]","[5, 9]",Lighting the Tree S186 F Major.mid,Liszt,,
132,<music21.chord.Chord G4 C5 E5 B-5>,"[0, 3, 6, 8]","[4, 7, 10, 0]",Lighting the Tree S186 F Major.mid,Liszt,,
132.5,<music21.chord.Chord G4 C5 E5 B-5>,"[0, 3, 6, 8]","[4, 7, 10, 0]",Lighting the Tree S186 F Major.mid,Liszt,,
133,<music21.chord.Chord A4 C5 F5 A5>,"[0, 4, 7]","[5, 9, 0]",Lighting the Tree S186 F Major.mid,Liszt,,
134,<music21.chord.Chord G4 B-4>,"[0, 3]","[7, 10]",Lighting the Tree S186 F Major.mid,Liszt,,
134.5,<music21.chord.Chord G4 B-4>,"[0, 3]","[7, 10]",Lighting the Tree S186 F Major.mid,Liszt,,
135,<music21.chord.Chord F4 A4>,"[0, 4]","[5, 9]",Lighting the Tree S186 F Major.mid,Liszt,,
136.5,<music21.chord.Chord C5 E5 B-5 G4>,"[0, 3, 6, 8]","[4, 7, 10, 0]",Lighting the Tree S186 F Major.mid,Liszt,,
137,<music21.chord.Chord C5 F5 A5 A4>,"[0, 4, 7]","[5, 9, 0]",Lighting the Tree S186 F Major.mid,Liszt,,
138,<music21.chord.Chord G4 B-4>,"[0, 3]","[7, 10]",Lighting the Tree S186 F Major.mid,Liszt,,
138.5,<music21.chord.Chord G4 B-4>,"[0, 3]","[7, 10]",Lighting the Tree S186 F Major.mid,Liszt,,
140,<music21.chord.Chord C5 E5 B-5 G4>,"[0, 3, 6, 8]","[4, 7, 10, 0]",Lighting the Tree S186 F Major.mid,Liszt,,
140.5,<music21.chord.Chord C5 E5 B-5 G4>,"[0, 3, 6, 8]","[4, 7, 10, 0]",Lighting the Tree S186 F Major.mid,Liszt,,
141,<music21.chord.Chord C5 F5 A5 A4>,"[0, 4, 7]","[5, 9, 0]",Lighting the Tree S186 F Major.mid,Liszt,,
142,<music21.chord.Chord G4>,[0],[7],Lighting the Tree S186 F Major.mid,Liszt,,
142.5,<music21.chord.Chord C5 E5 B-5 G4>,"[0, 3, 6, 8]","[4, 7, 10, 0]",Lighting the Tree S186 F Major.mid,Liszt,,
143,<music21.chord.Chord C5 E5 A5 F#4>,"[0, 2, 5, 8]","[4, 6, 9, 0]",Lighting the Tree S186 F Major.mid,Liszt,,
143.5,<music21.chord.Chord C5 E5 A5 F#4>,"[0, 2, 5, 8]","[4, 6, 9, 0]",Lighting the Tree S186 F Major.mid,Liszt,,
144,<music21.chord.Chord C5 E5 B-5 G4>,"[0, 3, 6, 8]","[4, 7, 10, 0]",Lighting the Tree S186 F Major.mid,Liszt,,
144.5,<music21.chord.Chord C5 E5 B-5 G4>,"[0, 3, 6, 8]","[4, 7, 10, 0]",Lighting the Tree S186 F Major.mid,Liszt,,
145,<music21.chord.Chord C5 E5 A5 F#4>,"[0, 2, 5, 8]","[4, 6, 9, 0]",Lighting the Tree S186 F Major.mid,Liszt,,
145.5,<music21.chord.Chord C5 E5 A5 F#4>,"[0, 2, 5, 8]","[4, 6, 9, 0]",Lighting the Tree S186 F Major.mid,Liszt,,
146,<music21.chord.Chord C5 E5 B-5 G4>,"[0, 3, 6, 8]","[4, 7, 10, 0]",Lighting the Tree S186 F Major.mid,Liszt,,
146.5,<music21.chord.Chord C5 E5 B-5 G4>,"[0, 3, 6, 8]","[4, 7, 10, 0]",Lighting the Tree S186 F Major.mid,Liszt,,
147,<music21.chord.Chord C5 E5 A5 F#4>,"[0, 2, 5, 8]","[4, 6, 9, 0]",Lighting the Tree S186 F Major.mid,Liszt,,
147.5,<music21.chord.Chord C5 E5 A5 F#4>,"[0, 2, 5, 8]","[4, 6, 9, 0]",Lighting the Tree S186 F Major.mid,Liszt,,
148,<music21.chord.Chord C5 E5 B-5 G4>,"[0, 3, 6, 8]","[4, 7, 10, 0]",Lighting the Tree S186 F Major.mid,Liszt,,
148.5,<music21.chord.Chord C5 E5 B-5 G4>,"[0, 3, 6, 8]","[4, 7, 10, 0]",Lighting the Tree S186 F Major.mid,Liszt,,
149,<music21.chord.Chord E-5 F5 C6 A4>,"[0, 3, 6, 8]","[9, 0, 3, 5]",Lighting the Tree S186 F Major.mid,Liszt,,
149.5,<music21.chord.Chord E-5 F5 C6 A4>,"[0, 3, 6, 8]","[9, 0, 3, 5]",Lighting the Tree S186 F Major.mid,Liszt,,
150,<music21.chord.Chord E-5 F5 B5 G#4>,"[0, 2, 5, 8]","[3, 5, 8, 11]",Lighting the Tree S186 F Major.mid,Liszt,,
150.5,<music21.chord.Chord E-5 F5 B5 G#4>,"[0, 2, 5, 8]","[3, 5, 8, 11]",Lighting the Tree S186 F Major.mid,Liszt,,
151,<music21.chord.Chord E-5 F5 C6 A4>,"[0, 3, 6, 8]","[9, 0, 3, 5]",Lighting the Tree S186 F Major.mid,Liszt,,
151.5,<music21.chord.Chord E-5 F5 C6 A4>,"[0, 3, 6, 8]","[9, 0, 3, 5]",Lighting the Tree S186 F Major.mid,Liszt,,
152,<music21.chord.Chord E-5 F5 B5 G#4>,"[0, 2, 5, 8]","[3, 5, 8, 11]",Lighting the Tree S186 F Major.mid,Liszt,,
152.5,<music21.chord.Chord E-5 F5 B5 G#4>,"[0, 2, 5, 8]","[3, 5, 8, 11]",Lighting the Tree S186 F Major.mid,Liszt,,
153,<music21.chord.Chord E-5 F5 C6 A4>,"[0, 3, 6, 8]","[9, 0, 3, 5]",Lighting the Tree S186 F Major.mid,Liszt,,
153.5,<music21.chord.Chord E-5 C6 A4>,"[0, 3, 6]","[9, 0, 3]",Lighting the Tree S186 F Major.mid,Liszt,,
154,<music21.chord.Chord F5 D6 B-4 D5>,"[0, 4, 7]","[10, 2, 5]",Lighting the Tree S186 F Major.mid,Liszt,,
154.5,<music21.chord.Chord F5 D6 B-4 D5>,"[0, 4, 7]","[10, 2, 5]",Lighting the Tree S186 F Major.mid,Liszt,,
155,<music21.chord.Chord F5 C#6 A4 C#5>,"[0, 4, 8]","[1, 5, 9]",Lighting the Tree S186 F Major.mid,Liszt,,
155.5,<music21.chord.Chord F5 C#6 A4 C#5>,"[0, 4, 8]","[1, 5, 9]",Lighting the Tree S186 F Major.mid,Liszt,,
156,<music21.chord.Chord F5 D6 B-4 D5>,"[0, 4, 7]","[10, 2, 5]",Lighting the Tree S186 F Major.mid,Liszt,,
156.5,<music21.chord.Chord F5 D6 B-4 D5>,"[0, 4, 7]","[10, 2, 5]",Lighting the Tree S186 F Major.mid,Liszt,,
157,<music21.chord.Chord F5 C#6 A4 C#5>,"[0, 4, 8]","[1, 5, 9]",Lighting the Tree S186 F Major.mid,Liszt,,
157.5,<music21.chord.Chord F5 C#6 A4 C#5>,"[0, 4, 8]","[1, 5, 9]",Lighting the Tree S186 F Major.mid,Liszt,,
158,<music21.chord.Chord F5 D6 B-4 D5>,"[0, 4, 7]","[10, 2, 5]",Lighting the Tree S186 F Major.mid,Liszt,,
158.5,<music21.chord.Chord F5 D6 B-4 D5>,"[0, 4, 7]","[10, 2, 5]",Lighting the Tree S186 F Major.mid,Liszt,,
159,<music21.chord.Chord F5 C#6 A4 C#5>,"[0, 4, 8]","[1, 5, 9]",Lighting the Tree S186 F Major.mid,Liszt,,
159.5,<music21.chord.Chord F5 C#6 A4 C#5>,"[0, 4, 8]","[1, 5, 9]",Lighting the Tree S186 F Major.mid,Liszt,,
160,<music21.chord.Chord F5 D6 B-4 D5>,"[0, 4, 7]","[10, 2, 5]",Lighting the Tree S186 F Major.mid,Liszt,,
160.5,<music21.chord.Chord F5 D6 B-4 D5>,"[0, 4, 7]","[10, 2, 5]",Lighting the Tree S186 F Major.mid,Liszt,,
161,<music21.chord.Chord E5 B-5 D6 G4 B-4>,"[0, 2, 5, 8]","[2, 4, 7, 10]",Lighting the Tree S186 F Major.mid,Liszt,,
161.5,<music21.chord.Chord E5 B-5 D6 G4 B-4>,"[0, 2, 5, 8]","[2, 4, 7, 10]",Lighting the Tree S186 F Major.mid,Liszt,,
162,<music21.chord.Chord E5 A5 D6 F#4 A4>,"[0, 2, 4, 7]","[2, 4, 6, 9]",Lighting the Tree S186 F Major.mid,Liszt,,
162.5,<music21.chord.Chord E5 A5 D6 F#4 A4>,"[0, 2, 4, 7]","[2, 4, 6, 9]",Lighting the Tree S186 F Major.mid,Liszt,,
163,<music21.chord.Chord E5 B-5 D6 G4 B-4>,"[0, 2, 5, 8]","[2, 4, 7, 10]",Lighting the Tree S186 F Major.mid,Liszt,,
163.5,<music21.chord.Chord E5 B-5 D6 G4 B-4>,"[0, 2, 5, 8]","[2, 4, 7, 10]",Lighting the Tree S186 F Major.mid,Liszt,,
164,<music21.chord.Chord E5 A5 D6 F#4 A4>,"[0, 2, 4, 7]","[2, 4, 6, 9]",Lighting the Tree S186 F Major.mid,Liszt,,
164.5,<music21.chord.Chord E5 A5 D6 F#4 A4>,"[0, 2, 4, 7]","[2, 4, 6, 9]",Lighting the Tree S186 F Major.mid,Liszt,,
165,<music21.chord.Chord E5 B-5 D6 G4 B-4>,"[0, 2, 5, 8]","[2, 4, 7, 10]",Lighting the Tree S186 F Major.mid,Liszt,,
165.5,<music21.chord.Chord E5 B-5 D6 G4 B-4>,"[0, 2, 5, 8]","[2, 4, 7, 10]",Lighting the Tree S186 F Major.mid,Liszt,,
166,<music21.chord.Chord E-5 G5 B-5 E-6>,"[0, 4, 7]","[3, 7, 10]",Lighting the Tree S186 F Major.mid,Liszt,,
166.5,<music21.chord.Chord E-5 G5 B-5 E-6 F3 F4>,"[0, 2, 4, 7]","[3, 5, 7, 10]",Lighting the Tree S186 F Major.mid,Liszt,,
167,<music21.chord.Chord E-5 G5 B-5 E-6 E-3 E-4>,"[0, 4, 7]","[3, 7, 10]",Lighting the Tree S186 F Major.mid,Liszt,,
167.5,<music21.chord.Chord E-5 G5 B-5 E-6 D3 D4>,"[0, 1, 5, 8]","[2, 3, 7, 10]",Lighting the Tree S186 F Major.mid,Liszt,,
167.75,<music21.chord.Chord D3 D4>,[0],[2],Lighting the Tree S186 F Major.mid,Liszt,,
168,<music21.chord.Chord D5 D6 F3 F4>,"[0, 3]","[2, 5]",Lighting the Tree S186 F Major.mid,Liszt,,
168.5,<music21.chord.Chord E-5 E-6 E-3 E-4>,[0],[3],Lighting the Tree S186 F Major.mid,Liszt,,
168.75,<music21.chord.Chord E-5 E-6 F6 F4 F5 E-3 E-4>,"[0, 2]","[3, 5]",Lighting the Tree S186 F Major.mid,Liszt,,
169,<music21.chord.Chord E-5 G#5 E-6 C4 C5>,"[0, 4, 7]","[8, 0, 3]",Lighting the Tree S186 F Major.mid,Liszt,,
169.5,<music21.chord.Chord E-5 G#5 E-6 B-3 B-4>,"[0, 2, 7]","[8, 10, 3]",Lighting the Tree S186 F Major.mid,Liszt,,
170,<music21.chord.Chord E-5 G#5 E-6 G#3 G#4>,"[0, 5]","[3, 8]",Lighting the Tree S186 F Major.mid,Liszt,,
170.5,<music21.chord.Chord E-5 G#5 E-6 G3 G4>,"[0, 4, 5]","[3, 7, 8]",Lighting the Tree S186 F Major.mid,Liszt,,
170.75,<music21.chord.Chord G3 G4>,[0],[7],Lighting the Tree S186 F Major.mid,Liszt,,
171,<music21.chord.Chord D5 D6 F3 F4>,"[0, 3]","[2, 5]",Lighting the Tree S186 F Major.mid,Liszt,,
171.5,<music21.chord.Chord E-5 E-6 E-3 E-4>,[0],[3],Lighting the Tree S186 F Major.mid,Liszt,,
172,<music21.chord.Chord E-5 G5 B-5 E-6 G3 G4>,"[0, 4, 7]","[3, 7, 10]",Lighting the Tree S186 F Major.mid,Liszt,,
172.5,<music21.chord.Chord E-5 G5 B-5 E-6 F3 F4>,"[0, 2, 4, 7]","[3, 5, 7, 10]",Lighting the Tree S186 F Major.mid,Liszt,,
173,<music21.chord.Chord E-5 G5 B-5 E-6 E-3 E-4>,"[0, 4, 7]","[3, 7, 10]",Lighting the Tree S186 F Major.mid,Liszt,,
173.5,<music21.chord.Chord E-5 G5 B-5 E-6 D3 D4>,"[0, 1, 5, 8]","[2, 3, 7, 10]",Lighting the Tree S186 F Major.mid,Liszt,,
173.75,<music21.chord.Chord D3 D4>,[0],[2],Lighting the Tree S186 F Major.mid,Liszt,,
174,<music21.chord.Chord D5 D6 F3 F4>,"[0, 3]","[2, 5]",Lighting the Tree S186 F Major.mid,Liszt,,
174.5,<music21.chord.Chord E-5 E-6 E-3 E-4>,[0],[3],Lighting the Tree S186 F Major.mid,Liszt,,
174.75,<music21.chord.Chord E-5 E-6 F6 F4 F5 E-3 E-4>,"[0, 2]","[3, 5]",Lighting the Tree S186 F Major.mid,Liszt,,
175,<music21.chord.Chord E-5 G#5 E-6 C4 C5>,"[0, 4, 7]","[8, 0, 3]",Lighting the Tree S186 F Major.mid,Liszt,,
175.5,<music21.chord.Chord E-5 G#5 E-6 B-3 B-4>,"[0, 2, 7]","[8, 10, 3]",Lighting the Tree S186 F Major.mid,Liszt,,
176,<music21.chord.Chord E-5 G#5 E-6 G#3 G#4>,"[0, 5]","[3, 8]",Lighting the Tree S186 F Major.mid,Liszt,,
176.5,<music21.chord.Chord E-5 G#5 E-6 G3 G4>,"[0, 4, 5]","[3, 7, 8]",Lighting the Tree S186 F Major.mid,Liszt,,
176.75,<music21.chord.Chord G3 G4>,[0],[7],Lighting the Tree S186 F Major.mid,Liszt,,
177,<music21.chord.Chord F5 C#6 F6 F3 F4>,"[0, 4]","[1, 5]",Lighting the Tree S186 F Major.mid,Liszt,,
177.5,<music21.chord.Chord F5 C#6 F6 G#3 G#4>,"[0, 4, 7]","[1, 5, 8]",Lighting the Tree S186 F Major.mid,Liszt,,
178,<music21.chord.Chord F#5 B-5 C#6 F#6 B-3 B-4>,"[0, 4, 7]","[6, 10, 1]",Lighting the Tree S186 F Major.mid,Liszt,,
178.5,<music21.chord.Chord F#5 B-5 C#6 F#6 G#3 G#4>,"[0, 2, 4, 7]","[6, 8, 10, 1]",Lighting the Tree S186 F Major.mid,Liszt,,
179,<music21.chord.Chord F#5 B-5 C#6 F#6 F#3 F#4>,"[0, 4, 7]","[6, 10, 1]",Lighting the Tree S186 F Major.mid,Liszt,,
179.5,<music21.chord.Chord F#5 B-5 C#6 F#6 F3 F4>,"[0, 1, 5, 8]","[5, 6, 10, 1]",Lighting the Tree S186 F Major.mid,Liszt,,
179.75,<music21.chord.Chord F3 F4>,[0],[5],Lighting the Tree S186 F Major.mid,Liszt,,
180,<music21.chord.Chord F5 F6 F#3 F#4>,"[0, 1]","[5, 6]",Lighting the Tree S186 F Major.mid,Liszt,,
180.5,<music21.chord.Chord F#5 F#6 G3 G4>,"[0, 1]","[6, 7]",Lighting the Tree S186 F Major.mid,Liszt,,
180.75,<music21.chord.Chord F#5 F#6 F6 F4 F5 G3 G4>,"[0, 1, 2]","[5, 6, 7]",Lighting the Tree S186 F Major.mid,Liszt,,
181,<music21.chord.Chord F#5 B5 F#6 E-4 E-5>,"[0, 4, 7]","[11, 3, 6]",Lighting the Tree S186 F Major.mid,Liszt,,
181.5,<music21.chord.Chord F#5 B5 F#6 C#4 C#5>,"[0, 2, 7]","[11, 1, 6]",Lighting the Tree S186 F Major.mid,Liszt,,
182,<music21.chord.Chord F#5 B5 F#6 B3 B4>,"[0, 5]","[6, 11]",Lighting the Tree S186 F Major.mid,Liszt,,
182.5,<music21.chord.Chord F#5 B5 F#6 B-3 B-4>,"[0, 4, 5]","[6, 10, 11]",Lighting the Tree S186 F Major.mid,Liszt,,
182.75,<music21.chord.Chord B-3 B-4>,[0],[10],Lighting the Tree S186 F Major.mid,Liszt,,
183,<music21.chord.Chord F5 F6 G#3 G#4>,"[0, 3]","[5, 8]",Lighting the Tree S186 F Major.mid,Liszt,,
183.5,<music21.chord.Chord F#5 F#6 F#3 F#4>,[0],[6],Lighting the Tree S186 F Major.mid,Liszt,,
